feature,weight
could use,-0.17635558408290816
couple,-0.2062811190977603
coupon,-0.15471365821627725
course,0.3752517704562084
courtroom,0.40439058948287226
cover,-0.23188347006479773
cover girl,-0.19364964459268036
coverage,-0.35426465857043266
covered,-0.27262269371571146
crap,-0.9082089165930113
crashed,-0.17822984967330818
crazy,0.1491556168073323
cream,0.1856953296094052
creamy,0.5356613650864633
created,0.30007940444152303
creates,0.4390063481505416
credit,0.08028717115828238
crisp,0.4322459849512477
crispy,0.1671431733124737
crowd,-0.2793295855385021
crowd pleaser,0.34335125889717566
crust,-1.016839383625692
cult,0.07416084846573491
culture,0.02991793632027263
cumbersome,-0.548516067847499
customer,-0.18139026389212737
customer service,0.007238952379567953
cut,-0.7513018629217852
cute,1.301777856460272
damn,0.06405902018036146
dance,0.5022819181157638
dancing,0.05602211693123064
dangerous,0.3071739768569754
dark,1.346543167593739
data,0.8838722805299375
date,0.577692814619885
daughter,0.0754298154901919
day,0.7066432607139347
day one,0.23528240114792676
day without,0.5733927058169292
dead,-0.6314083540966178
deal,-0.14918970111029642
dealing,0.4336296336818286
death,-0.2134364613583971
decent,0.937288241731014
decided,0.33386983054852465
decision,0.30102573774942487
decor,0.4806314605784495
decorated,0.6664484687232358
dedication,0.05042971433865959
deep,-0.42015386769759766
deeply,-0.3533957641538755
defective,-0.3312576925782635
definately,0.7413684407585391
definitely,0.6978182457563639
definitely one,-0.16244695342008014
definitely recommend,0.6713861273530963
definitely worth,0.16601571282937833
delicious,1.681306235123407
delight,0.8254748842671598
delightful,1.2633228196040842
delish,0.44979427503842295
deliver,-0.3231171871240663
delivers,0.37234236231606027
delivery,0.5704059570982334
depth,-0.5091847483502164
describe,-0.5369517183769441
described,0.8424422420177758
description,-0.04942564524045893
description said,0.6481490369674486
deserves,0.3710991510620732
deserving,-0.08884726160335776
design,-0.14868436246731884
design flaw,-0.5017666209808657
designed,-9.540979117872439e-18
despite,-0.2606579043828837
dessert,0.632562340650497
development,0.837635994681298
device,0.10736051333858276
dialing,0.9232565543395737
dialog,0.0627705653660584
dialogue,-0.29928089648589373
difference,0.21992583747995875
different,0.035950272606476014
difficult,-0.9419329829303553
dine,-0.22589778589494494
dining,-0.12698012736517672
dinner,-0.029088328232303052
directed,0.19306860342052728
directing,-0.9582441861970782
direction,-0.4573595028057229
director,0.15967484326767134
directorial,0.04058067036178094
dirt,-0.3604586794627269
dirty,-1.00303014078432
disappointed,-0.45232169841643194
disappointing,-1.168199349463582
disappointment,-1.729344572967224
disaster,-0.31177682194989514
disbelief,-0.4733207279897144
discomfort,-0.17045383981580503
discount,-0.11411269435814228
disgrace,-0.597104717686517
disgusting,-0.860130378008962
dish,-0.11639046449605532
dish quite,0.22023504147270695
dislike,-0.14182706484207674
disliked,-0.3875558226408869
display,0.5295435244815636
disturbing,0.02991793632027263
doctor,0.4616646021422686
documentary,-0.15341154561373535
documentary seen,0.37374621955352477
dog,-0.006841320117300773
dollar,-0.5373356133276596
done,0.1010842981546523
dont,-0.8293662492674404
dont waste,1.3877787807814457e-17
door,-0.6569534601685939
double,0.07387917083021675
double cheeseburger,0.07387917083021675
doubt,-0.3400737809160839
download,0.38586437974906007
downtown,-0.10145173412024998
dozen,0.12916893089680764
drag,-0.2009393904460385
drago,-0.052367567276423305
drain,-0.6295312259967163
drama,0.6117969247594196
dramatic,-0.06130615917208394
drawing,0.1128223311445733
dream,0.678576390883
dressing,0.17782376060972707
driest,-0.48836015972242214
drink,0.20945934105275943
drive,0.5271933685902198
driving,1.1686739413776284
drop,-0.0016853555573065663
dropped,-0.7648403791076422
dropped call,-0.6455771716510176
dropping,-0.8873770213212238
dry,-0.7308127885039016
duck,0.32426194262033614
due,0.06590713171163369
duet,0.22748820551483512
dull,-0.5808249360343214
dumb,-0.15328245516162312
dvd,-0.05707989214003822
ear,-0.008850752063386407
ear loop,0.037737489033327846
ear plug,-0.1541747890799386
earlier,-0.10924785379493344
early,0.28273979781274894
earpiece,-0.3892598628817082
earth,-0.8805030658159608
ease,-0.37072209771748965
easily,-0.966112012321906
easy,1.0144108399302887
easy use,0.8150081683055648
eat,-0.2690023323121853
eaten,0.45155094325021955
eating,0.15610694040500755
echo,-0.25483184397258646
ed,-0.5953060916116019
edge,0.8683070222503506
edible,-0.5502599373042735
editing,0.6908144575635734
effect,0.6974816593523754
effective,0.23321616474153023
egg,0.03500304663349814
eggplant,0.16532985274705878
either,-0.06980877442681205
elegant,0.06991182257795531
element,-0.4899162822903088
else,-0.4483126084815235
elsewhere,-0.7731298918499315
embarrassing,-0.6854574588962596
emilio,0.1726698024667088
emily,0.1294078122378712
emily watson,0.1294078122378712
emotion,0.5568443643725565
employee,-0.22576074866830112
empty,-0.5299060835198157
end,-0.2623634234197477
end call,-0.2796605683649516
ended,-0.13687915941737258
ending,-0.5073193021947937
energy,-0.19226766184382182
english,-0.3510808169623202
enjoy,0.8249332895367842
enjoyable,0.23187701677488057
enjoyed,1.3420668328373337
enjoyed every,0.34235930735391584
enough,-0.31468016826529366
enter,0.15280814452491098
entertaining,0.9341131324382069
entire,0.6023971775983924
entire life,-0.21109366741593713
entirely,-0.4539633215314829
episode,0.4363313853056962
equally,0.33613077362744653
era,0.142287284023366
errol,0.18512086915039488
errol flynn,0.18512086915039488
especially,0.06672523400154325
essentially,-0.7111304938455754
establishment,-0.4174160872092812
etc,0.05994173150911723
european,0.3618318370904429
even,-0.09484219225546245
even good,-0.3033394048229979
even say,-0.538513381064696
even though,0.23177682205211766
evening,-0.18558302799514578
event,0.6477329979089861
ever,-0.27543788378445827
ever eaten,-0.3141730809275889
ever go,-0.792505852157381
ever great,0.24255558455709744
ever made,0.17943102105827305
ever seen,-0.2961712250026058
ever tasted,0.3647320547993125
every,1.0397466368522434
every single,0.3421804512081562
every time,-0.10184541729243826
everyone,0.4263267695023255
everyone love,-0.06617937339530493
everything,0.827286076093171
everything menu,0.16087321015847744
everything movie,-0.4297505273525793
everywhere,-0.36164380396925777
evil,0.7796120174110277
exactly,1.0172323233360285
example,-0.24937976487720068
excellent,1.558460360346305
excellent camera,0.20187992267574556
excellent film,0.06777692698098431
excellent job,0.2782062530596859
excellent performance,0.4268382020076295
excellent product,0.5516841067675669
excellent service,0.5593026358459174
excellently,0.3669324641297443
excellently produced,0.3669324641297443
except,-0.34309810962206716
exceptional,1.0185101753503576
exchange,0.19698128285343264
exchanged,-0.12637720441840689
excuse,-0.7040643775531132
expect,0.09980010767246342
expectation,-0.2772513594864488
expected,0.4110283363704628
expensive,-0.46227587091795175
experience,0.2941248772179237
experienced,0.015147460835019607
explain,-0.0302944683161692
exquisite,0.7929924746704986
extended,0.7021675176403458
exterior,0.3200178941064022
extra,-0.5875937494120362
extraordinary,0.6240547406837883
extremely,-0.21838182222044275
extremely slow,-0.19497474948260954
eye,-0.25152726011094556
fabulous,0.3767891626111479
face,-0.18426280939156095
fact,-0.08821614260687
failed,-1.6095180142403651
fails,-1.2564110911071407
fair,-0.9042642239533875
fairly,-0.47880972169360747
fall,0.006684532550321484
falling,-0.5408405555052527
family,1.31834996577447
family restaurant,0.4101561248080016
famous,0.2365094882524946
fan,-0.34264656302462254
fantastic,1.67467303299458
fantastic service,0.22694871873643527
far,0.6313736557271961
far better,-0.45008103626714974
far good,0.5442148565086666
fare,0.14979943549625352
fascinating,0.42020648710116804
fast,1.2289339654377507
fast service,0.39213538889380073
fat,-0.15194215757474
faux,0.3109316650924667
favor,-0.5156784727037867
favorite,0.7791569616666681
favourite,0.1144375231656419
favourite actor,0.18512086915039488
fear,-0.39291163656288686
feature,0.13791129223930307
feature really,-0.3641062219344815
feel,0.029310709117797415
feel good,0.3250282612863402
feel like,0.14734205035286355
feeling,0.5828870157667461
fell,-0.04834132895949089
felt,-0.39648341968123096
felt like,0.7060503139764702
female,-0.3193902145129629
fi,0.15348481729685062
figure,-0.4475403029398376
filet,-0.45480841279285317
filling,0.11044831398070465
film,0.6084547677116157
film bad,-0.059842377700559814
film ever,0.21347896377863512
film fails,-0.28021727298418386
film give,0.5129149285912783
film go,0.21680123305639298
film great,0.22848753842805014
film lack,-0.38974749381301427
film like,0.7805892936724579
film look,-0.3859153455745623
film making,0.47106004067224727
film might,-0.23240219450064725
film nothing,-0.228904365087139
film started,-0.3378392330933062
film still,0.2880852497871276
film well,0.15393051347675152
film wonderful,0.09609730971557763
filmed,0.6659074578684121
finally,-0.06641034329668266
find,0.12383489053193691
fine,1.2644428042367883
fine performance,0.19787661346192814
finger,0.7472974537215916
fire,0.35633962886860293
first,-0.042561946139973564
first movie,0.09753286111078556
first place,-0.2558139606626006
first thing,-0.3439076924715501
first time,0.4896695485793071
fish,0.054829588333491434
fit,-0.3703890999036413
fit comfortably,0.5657818075756074
fit ear,0.4501173098792957
fit fine,0.6125194987247075
five,-0.00906100860976374
flat,-0.7412553286567544
flavor,-0.597010617253715
flavorful,0.5664548301297255
flavorless,-0.9935728638974083
flaw,-0.48763839794759095
flawlessly,0.7931592523471637
flick,-0.3615881415174107
flip,0.05981722654778921
flop,-0.6462158888209275
flynn,0.18512086915039488
flynn brilliant,0.18512086915039488
focus,-0.044314397941638224
focused,-0.2676435771934394
folk,0.5646037313444233
following,0.17937697344535936
food,-0.44632502098435844
food amazing,0.5783090582534017
food average,-0.20091858441856805
food bad,-0.22318514133178635
food came,0.6252359414218523
food delicious,0.6208147561070678
food ever,0.11113790956444405
food good,-0.20789592222159006
food great,0.19753698360195138
food quality,-0.23637745252070666
food service,0.21076562541343613
food terrible,-0.03345331812701146
foot,-0.20088277122024026
footage,0.5296269845791995
force,-0.16575922740408947
forced,-0.9143040239343226
forever,-0.1107364450851952
forget,0.3674535258474525
form,0.07336599614754864
found,0.09818761495055903
found place,0.3688956159192471
found product,-0.21256740166912827
four,0.34021719519881277
frankly,-0.1260217510958647
free,-0.28641371675634275
freedom,0.08104543684649368
fresh,0.9881194172520323
fried,-0.7878306117777868
friend,-0.03484558280858474
friendly,1.2896320115373763
friendly helpful,-0.5366960331166174
friendly staff,0.21585581972192971
frightening,-0.08025026139292697
front,0.027088939319584966
frozen,-0.582033915412953
frustration,-0.6271468333554929
fry,0.02152311303143352
fulci,0.4745526834198492
full,0.5895143771768213
fully,-0.5795567755911343
fun,0.8235058406148389
function,0.6416842136153115
functionality,0.21184111431729483
funny,1.303742722683317
fx,-0.03626143707503234
gadget,0.6600238010686224
game,-0.32489648614536515
garbage,-0.7120464979635395
garlic,0.12455696524331503
gave,0.8033806089674317
gem,0.4362330445816636
generally,0.3089143948959835
generous,0.678732494562342
generous portion,0.28973670017016045
genuine,0.39447195781542344
get,-0.3469655339782132
get pay,1.734723475976807e-18
get see,0.615973831952344
getting,-0.4537043517533948
giallo,0.4745526834198492
girl,-0.23743988476592928
girlfriend,-0.5272183144022226
give,0.6902366110114845
give try,-0.19497032236216702
give zero,-0.32401472527439273
given,0.9893920959439593
giving,-0.24116084958705186
glad,1.154136607400482
glad found,0.5130117609506292
glance,-0.13745432095217064
glass,-0.11759836099801903
glove,0.2038852624351323
go,0.892247726621311
go back,-0.37742909801624747
go see,0.05944712402295055
go store,-0.19170915823032111
go wrong,0.9681623129127518
god,-0.29344975988203054
going,-0.417711502747753
going back,-0.4878284508384705
going first,-0.5393004251977239
gon,-0.3557625536104324
gon na,-0.3557625536104324
gone,-0.1701297479091078
good,0.9393394284943555
good actor,-0.03818532694761785
good battery,0.28383266299430787
good beer,0.0855025776147848
good case,0.21829568730229884
good day,0.1389310685532714
good enough,-0.8428901959546349
good film,-0.5293961516312766
good food,0.49692974453374816
good item,0.28088014518351073
good job,0.47719303540686486
good movie,0.25946574525231725
good phone,0.8112226549667929
good price,0.6719711607271717
good product,0.5783802042777553
good quality,0.6214740494254303
good selection,0.22866865783217433
good service,0.6285564746212737
good stuff,0.6026812224680557
good thing,0.8309057623024908
good though,0.5585459589220282
good way,-0.8364551804094382
good work,0.4570393098568201
good year,0.27431950191850596
gosh,0.09078395861328205
got,0.1986480236249597
got home,-0.6287316505812072
got phone,0.0400732085683495
gotten,0.2243439553094749
grace,0.9023794495912242
graphic,0.5164175575496875
grease,-0.43731593610546593
great,2.8952906094065565
great actor,0.08554423361467212
great atmosphere,0.0754711191333175
great deal,0.2054201992012741
great director,0.08576392690884449
great experience,0.07404911523580018
great film,-0.0369375104744922
great food,0.2577336023478548
great job,0.20827685614011432
great movie,0.09609730971557763
great phone,-8.673617379884035e-19
great picture,0.5266510832695731
great place,0.611264023191588
great price,0.02407610550722999
great product,0.24621894700329228
great quality,0.07875972134772347
great reception,0.038693077604049435
great service,0.41127050712761476
great side,0.09701680286919293
great sound,0.09245838079400218
greatest,0.09864368732030657
greatest film,0.17943102105827305
greek,0.49149691433491094
greek dressing,0.3517173333098945
green,-0.6622261971164797
greeted,0.5011403179682324
greeted seated,0.5011403179682324
grill,-0.4518360519625569
grilled,0.5665486886070356
gripping,0.05664459261616412
ground,-0.023414840047002058
group,0.8450814523819361
guess,-0.5331418301374068
guest,-0.03439541794689053
guy,-0.3695895055185689
gyro,-0.7657894144074154
hair,-0.2327982525145767
half,-0.4106967282419025
hand,0.517746841776048
hand free,0.3202980774844968
handled,-0.27215430527347606
handsfree,0.34551498968375083
handy,0.31446267606317
happen,0.060696452926070205
happened,-0.40612051182434594
happier,1.4487095264373755
happy,0.9330929580505232
happy product,0.7806232593502743
happy purchase,0.7922753925702622
hard,-0.7731874598076356
hard enough,-0.3443653193875423
hardly,-0.09594946770824078
hate,-0.9167704218809658
hated,-0.7854194745208851
head,-0.4212470367624348
headphone,-0.6031414622796398
headset,0.1379748320446748
headset ever,0.5974054258294991
headset work,0.7453801223773799
hear,-0.325286313735668
heard,0.19107399668465241
heart,0.6144242298354033
heart attack,-0.5057004036492951
heat,-0.11606044757806144
hell,-0.6671231423807464
help,0.4540466632187614
helpful,0.19634394761006538
hence,0.12220149032653557
hero,-0.05448111560451876
high,0.1043207640293928
high quality,0.31976314277973394
highlight,0.5054974352907629
highly,0.1676822297595023
highly recommend,1.1115205646214903
highly recommended,0.9288443948818019
hilarious,0.5943592972109799
hill,0.5087815842007887
history,0.7662145305274891
hit,0.030568950982024622
hitchcock,0.16895413554390526
hold,0.0938832022349266
hold charge,-0.08745890153622164
holding,0.5738794716200316
hole,-0.1988508696870726
holster,-0.24699630916541002
home,-0.11313878950376292
home made,0.5370786277727394
homemade,0.313989343953629
honest,-0.3093438785282704
honestly,-0.12820088557516057
hope,0.49301209158518783
hope place,0.04661563686343677
hopefully,0.16770186036311138
hoping,-0.6035769051663502
horrible,-1.1494216306099458
horrible acting,0.02991793632027263
horror,-0.38345487520724786
horror movie,0.29341059900772376
hot,0.3265284026004347
hot dog,-0.007334484633971892
hour,-0.8221245065297961
hour half,-0.31565322980955035
house,0.324572838378506
however,-0.2579133624034855
huge,0.24040931083364897
huge disappointment,-0.2822618062472683
human,-0.3153765884791739
hummus,0.17030139300166905
humorous,0.5190526836439593
husband,-0.26685725495244933
huston,0.27001673277415944
ice,0.4500512875504833
ice cold,0.14404055953441602
idea,-0.2354531420564953
identify,0.04143886540628074
idiot,0.06631878307597432
im,0.06029142155101408
imagination,-1.039996362427477
imaginative,0.32015643518574105
imagine,-0.43254453650653685
implausible,-0.5588216548425088
important,-0.04466605329260988
impossible,-0.41071803703814835
impressed,-0.17366256767388488
impressive,-0.34466574040994985
improvement,-0.6154043702216444
inch,-0.4158075696806579
included,0.09675301786764277
including,0.5099474356748642
incredible,1.191449829405402
incredibly,0.7130064854554846
indeed,0.5036026814794006
indian,-0.3458105984353408
indoor,-0.6470659680661097
indulgent,0.20854837423604297
industry,0.2788380247103441
inside,1.3513312198934755
install,-0.19305241596982428
instead,-0.28748559700454296
instruction,-0.8935589061458197
insult,-0.5171205174930397
insulted,-0.5436339251587061
intelligence,-0.2993370295767989
intelligent,-0.33529195791496325
interest,0.11778629519153859
interesting,1.5075516446437955
internet,0.04126533612362886
interplay,0.1726698024667088
involved,-0.7386813832213094
iphone,0.11581028171633062
ipod,0.5365082798395655
issue,-0.48890529296553825
italian,0.3932835802395556
item,-0.47331984378868297
item worked,-0.6724902540222077
item would,0.31661473472121965
jabra,0.441105584685471
james,0.2100760718247916
jamie,0.1323297426223493
jawbone,0.9895936690892537
jerk,-0.8080992162906884
jerky,-0.445671568688061
jimmy,0.2871797731462219
job,0.983950743812149
john,0.3233301938430004
join,-0.3093038321153411
joint,0.5559537546014207
joke,-0.6252602089242256
joy,0.963579692688463
joy watch,0.5664995226015678
june,0.12475257326555812
junk,-0.6900071950912345
keep,0.2939359910557822
kept,-0.21306619667458213
key,0.3125306776474762
keyboard,0.4278104202281189
keypad,-0.41514870398083475
kid,-0.05346865961351538
killing,-0.19993606500879516
kind,-0.28207413349472216
kind embarrassing,-0.1974462703787426
kinda,0.5398157522720547
knew,0.035286253417491385
know,0.20086784415001108
know make,0.5907703274604816
known,0.01851407200708802
la,0.1679695190727478
lack,-1.1022343831199304
lacked,-0.4420259442216412
lady,-0.09738673949403205
lame,-0.7012831559965473
lane,-0.34186300116178936
large,0.0676589013949524
largely,-0.2388036522862114
last,-0.5555607729473704
last night,0.5171934256874737
late,0.013587216082442408
later,-0.12417875976663319
latest,0.016309495178889907
laugh,0.5020301239878768
laughable,-0.2526702132708187
lead,-0.3753697001045141
leaf,-0.8827446199516649
learn,0.4282373741581694
least,-0.6296492384014599
least min,-0.39387113540213636
leather,-0.02140833866763059
leave,-0.5007626685788894
left,-0.7474621603790957
legit,0.4690310977564101
length,0.6383016312436836
less,-0.11095489503234295
let,-0.38029621493685206
